Title,CiteScore
Surveys in Operations Research and Management Science,4.85
Acta neuropathologica communications,4.85
Organic Chemistry Frontiers,4.85
Behaviour Research and Therapy,4.84
Critical Reviews in Microbiology,4.84
British Journal of Sports Medicine,4.84
Cryosphere,4.84
Environmental Innovation and Societal Transitions,4.84
Cellular Physiology and Biochemistry,4.83
Environmental Microbiology,4.83
Solar Energy Materials and Solar Cells,4.83
Environmental Research Letters,4.83
Ecosystem Services,4.83
Nutrition Research Reviews,4.82
Mammal Review,4.82
Pharmacological Research,4.82
IEEE Transactions on Automation Science and Engineering,4.82
Annals of Mathematics,4.82
Annual Review of Political Science,4.81
Applied Soft Computing,4.81
Physiology,4.81
Clinical journal of the American Society of Nephrology : CJASN,4.81
Computer Methods in Applied Mechanics and Engineering,4.8
Journal of Educational Psychology,4.8
Cell Biology and Toxicology,4.8
Advances in Catalysis,4.8
Pharmacognosy Reviews,4.8
Archives of Toxicology,4.79
British Journal of Surgery,4.79
Emerging Infectious Diseases,4.78
Earth and Planetary Science Letters,4.77
Environmental Modelling and Software,4.77
Diversity and Distributions,4.77
European Review of Social Psychology,4.77
Journal of Experimental Psychology: General,4.76
Future Generation Computer Systems,4.76
Fluids and Barriers of the CNS,4.76
Briefings in Bioinformatics,4.75
Molecular Nutrition and Food Research,4.75
Proceedings of the Royal Society B: Biological Sciences,4.75
International Journal of Nanomedicine,4.75
Synthesis Lectures on Artificial Intelligence and Machine Learning,4.75
IEEE Transactions on Broadcasting,4.74
Critical Reviews in Oncology/Hematology,4.74
Environmental Carcinogenesis and Ecotoxicology Reviews,4.74
Mobile DNA,4.74
Genes and Diseases,4.74
Advances in Agronomy,4.73
New Astronomy Reviews,4.73
Gut Microbes,4.73
Cancer Biology and Medicine,4.73
Cancer Discovery,4.73
Drugs,4.72
Journal of Nutritional Biochemistry,4.72
Internet Research,4.72
Global Food Security,4.72
Inorganic Chemistry,4.7
IEEE Transactions on Vehicular Technology,4.69
Annual Review of Statistics and Its Application,4.69
Organization and Environment,4.68
Journal of the American Society of Echocardiography,4.68
American Economic Journal: Economic Policy,4.68
Progress in Histochemistry and Cytochemistry,4.67
Journal of Environmental Psychology,4.67
European Journal of Pharmaceutics and Biopharmaceutics,4.67
Agricultural and Forest Meteorology,4.67
Journal of Animal Ecology,4.66
Journal of Endocrinology,4.65
Decision Support Systems,4.65
IEEE Transactions on Antennas and Propagation,4.65
Reliability Engineering and System Safety,4.65
Neuropharmacology,4.65
Molecular Cancer Research,4.65
Journal of Pain,4.65
Oncotarget,4.65
NeuroImage: Clinical,4.65
Emerging Microbes and Infections,4.65
Sleep,4.64
Ecological Applications,4.64
Oxidative Medicine and Cellular Longevity,4.64
Biological Conservation,4.63
European Journal of Medicinal Chemistry,4.63
International Journal of Electrical Power and Energy Systems,4.63
British Journal of Mathematical and Statistical Psychology,4.62
Biochemical Pharmacology,4.62
Chemosphere,4.62
Physical Review Applied,4.62
Journal of Crohn's and Colitis,4.61
Human Reproduction,4.6
International Journal of Epidemiology,4.6
Food Engineering Reviews,4.6
JACC: Heart Failure,4.6
Environmental Research,4.59
Journal of Cardiovascular Magnetic Resonance,4.59
Annals of the New York Academy of Sciences,4.59
ACS Chemical Biology,4.59
Seminars in Radiation Oncology,4.58
Health Technology Assessment,4.58
Marine Drugs,4.58
Journal of Physical Chemistry C,4.58
Journal of Molecular Cell Biology,4.58
Circulation: Cardiovascular Interventions,4.58
Clinical Microbiology and Infection,4.57
Technovation,4.57
Computers in Human Behavior,4.57
Kidney International,4.57
Journal of Consumer Research,4.57
IEEE Vehicular Technology Magazine,4.57
Journal of Asthma and Allergy,4.57
Electrochemistry Communications,4.56
Journal of Occupational Health Psychology,4.56
Radiotherapy and Oncology,4.56
Journal of Machine Learning Research,4.56
Journal of Organic Chemistry,4.55
Catalysis Today,4.55
Journal of Immunology,4.55
International Communications in Heat and Mass Transfer,4.55
Journal of Purchasing and Supply Management,4.55
"Cancer Immunology, Immunotherapy",4.54
Journal of Lipid Research,4.54
Journal of Environmental Management,4.54
Journal of Molecular Medicine,4.54
GPS Solutions,4.54
Review of Environmental Economics and Policy,4.54
Nature Reviews Gastroenterology and Hepatology,4.54
Stem cells translational medicine,4.54
"Acta Crystallographica Section B: Structural Science, Crystal Engineering and Materials",4.54
Dental Materials,4.53
Cochrane Database of Systematic Reviews,4.53
Critical Care,4.53
Food Policy,4.53
Pain,4.53
Cellular Microbiology,4.53
FASEB Journal,4.53
Management Accounting Research,4.53
Proceedings of the ACM Conference on Computer and Communications Security,4.53
Journal of Industrial and Engineering Chemistry,4.53
VLDB Journal,4.52
Composite Structures,4.52
Epilepsia,4.52
Human Mutation,4.52
IEEE Transactions on Power Delivery,4.52
American Journal of Gastroenterology,4.52
Trends in Cancer,4.52
Exposure and Health,4.52
Quaternary Science Reviews,4.51
Geophysical Research Letters,4.51
Neoplasia,4.51
Journal of Gastroenterology,4.51
Experimental Neurology,4.51
ACM Transactions on Information and System Security,4.5
Journal of Archaeological Research,4.5
European Cells and Materials,4.5
Journal of Medical Internet Research,4.5
Annual Review of Applied Linguistics,4.5
Translational Oncogenomics,4.5
Cell Regeneration,4.5
Seminars in Arthritis and Rheumatism,4.49
CNS Drugs,4.49
PLoS Computational Biology,4.49
Therapeutic Advances in Neurological Disorders,4.49
Geoscientific Model Development,4.49
IEEE Access,4.49
International Small Business Journal,4.48
Cancer Science,4.48
Journal of Cellular and Molecular Medicine,4.48
Applied Catalysis A: General,4.48
BioMedicine (Netherlands),4.48
Journal of Infectious Diseases,4.47
Advances in Genetics,4.47
Plant Methods,4.47
ChemCatChem,4.47
The Lancet Global Health,4.47
Seminars in Liver Disease,4.46
Laboratory Investigation,4.46
Fuel Processing Technology,4.46
International Journal of Applied Earth Observation and Geoinformation,4.46
Brain Stimulation,4.46
"Cambridge Journal of Regions, Economy and Society",4.46
Lung Cancer,4.45
"Computers, Environment and Urban Systems",4.45
Journal of Abnormal Psychology,4.45
Frontiers in Cellular Neuroscience,4.45
Advances and Applications in Bioinformatics and Chemistry,4.45
Frontiers in Oncology,4.45
Dialogues in Clinical Neuroscience,4.44
Environmental Health: A Global Access Science Source,4.44
American Journal of Transplantation,4.43
IEEE Transactions on Dependable and Secure Computing,4.43
Algal Research,4.43
International Journal of Cell Biology,4.43
Journal of Lightwave Technology,4.42
Geology,4.42
Ecological Indicators,4.42
DNA Repair,4.42
Theoretical And Applied Genetics,4.42
Journal of Field Robotics,4.42
Journal of the American Heart Association,4.42
Astrophysical Journal,4.41
Journal of Public Administration Research and Theory,4.41
Leadership Quarterly,4.41
Best Practice and Research in Clinical Endocrinology and Metabolism,4.41
Journal of Oral Microbiology,4.41
IEEE Journal of Biomedical and Health Informatics,4.41
ISA Transactions,4.4
Bioconjugate Chemistry,4.4
Journal of Advances in Modeling Earth Systems,4.4
Journal of Unconventional Oil and Gas Resources,4.4
IEEE/ACM Transactions on Audio Speech and Language Processing,4.4
Medical Photonics,4.4
Water Resources Research,4.39
Clinical Pharmacology and Therapeutics,4.39
Environmental and Experimental Botany,4.39
Antiviral Research,4.39
Ocular Surface,4.39
Ecography,4.38
Particle and Particle Systems Characterization,4.38
Journal of World Business,4.38
IEEE Transactions on Network and Service Management,4.38
Human Genetics,4.37
ACS Biomaterials Science and Engineering,4.37
Journal of Accounting and Economics,4.36
European Journal of Endocrinology,4.36
Nonlinear Analysis: Hybrid Systems,4.36
PLoS Neglected Tropical Diseases,4.36
Scientific Reports,4.36
Frontiers in Chemistry,4.36
Molecular Catalysis,4.36
Frontiers in Bioengineering and Biotechnology,4.36
Biochimica et Biophysica Acta - General Subjects,4.35
Journal of the Royal Statistical Society. Series B: Statistical Methodology,4.35
Journal of Geodesy,4.35
Expert Reviews in Molecular Medicine,4.35
International Journal of Biological Sciences,4.35
Cell Communication and Signaling,4.35
Pharmacogenomics and Personalized Medicine,4.35
Nutrients,4.35
Journal of Biogeography,4.34
Journal of Antimicrobial Chemotherapy,4.34
Artificial Intelligence Review,4.34
International Journal of Greenhouse Gas Control,4.34
Frontiers in Molecular Neuroscience,4.34
Therapeutic Advances in Drug Safety,4.34
JAMA Pediatrics,4.34
IEEE Transactions on Emerging Topics in Computing,4.34
Annals of Clinical and Translational Neurology,4.34
Telematics and Informatics,4.33
Nonlinear Dynamics,4.33
Bone,4.33
"Accounting, Auditing and Accountability Journal",4.33
Journal of the National Comprehensive Cancer Network : JNCCN,4.33
Trends in Environmental Analytical Chemistry,4.33
Advanced Electronic Materials,4.33
Neuroendocrinology,4.32
Cell Proliferation,4.32
Reviews in Medical Virology,4.32
Contemporary Educational Psychology,4.32
"Agriculture, Ecosystems and Environment",4.32
Current Osteoporosis Reports,4.32
Cancer Management and Research,4.32
Environmental Science and Policy,4.31
Soil and Tillage Research,4.31
Journal of Biomedical Nanotechnology,4.31
Infection and Drug Resistance,4.31
International Journal of Precision Engineering and Manufacturing - Green Technology,4.31
Current Opinion in Clinical Nutrition and Metabolic Care,4.3
BMC Plant Biology,4.3
Food Microbiology,4.3
Ecosystems,4.3
Metacognition and Learning,4.3
Gynecologic Oncology,4.29
Journal of Accounting Research,4.29
Journal of Molecular Diagnostics,4.29
Journal of Molecular Biology,4.29
Proceedings of the ACM SIGMOD International Conference on Management of Data,4.29
Haematologica,4.28
Educational Psychology Review,4.28
Plant and Cell Physiology,4.28
California Management Review,4.28
"American Journal of Medical Genetics, Part C: Seminars in Medical Genetics",4.28
DMM Disease Models and Mechanisms,4.28
Solid Earth,4.28
Advances in Organometallic Chemistry,4.27
Biochimica et Biophysica Acta - Bioenergetics,4.27
Transportation Science,4.27
International Immunology,4.27
International journal of oral science,4.27
Proceedings of the VLDB Endowment,4.27
International Journal of Robust and Nonlinear Control,4.26
Talanta,4.26
Journal of Molecular Liquids,4.26
Energy Economics,4.26
Journal of Clinical Child and Adolescent Psychology,4.26
Translational Research,4.26
Implementation Science,4.26
Lithos,4.25
Separation and Purification Technology,4.25
Child Development Perspectives,4.25
Ecotoxicology and Environmental Safety,4.24
Journal of High Energy Physics,4.24
Journal of Nutrition,4.24
Current Opinion in Rheumatology,4.24
Journal of Virology,4.24
Progress in Neuro-Psychopharmacology and Biological Psychiatry,4.24
Colloids and Surfaces B: Biointerfaces,4.24
Vascular Cell,4.24
Molecular Phylogenetics and Evolution,4.23
International Journal of Heat and Mass Transfer,4.23
Information Processing and Management,4.23
Journal of Cell Science,4.23
European Journal of Information Systems,4.23
Journal of Psychiatric Research,4.22
Psychotherapy and Psychosomatics,4.22
Helicobacter,4.22
Clinical Pharmacokinetics,4.22
Prostate Cancer and Prostatic Diseases,4.22
American Journal of Physiology - Lung Cellular and Molecular Physiology,4.22
Construction and Building Materials,4.22
Applied Surface Science,4.22
Information Systems Journal,4.22
Cancer Nanotechnology,4.22
npj Biofilms and Microbiomes,4.22
Journal of the American Medical Directors Association,4.21
World Politics,4.21
Precambrian Research,4.21
Global and Planetary Change,4.21
Geoderma,4.21
International Journal of Operations and Production Management,4.21
Seminars in Oncology,4.21
JAMA Internal Medicine,4.21
Weather and Climate Extremes,4.21
Microbial Cell Factories,4.2
Molecular Plant Pathology,4.2
Management Science,4.2
Translational Lung Cancer Research,4.2
Materials Today Energy,4.2
Biofuel Research Journal,4.2
Industrial Crops and Products,4.19
European Respiratory Review,4.19
Computer Physics Communications,4.19
Arthritis Research and Therapy,4.19
Scripta Materialia,4.19
Nanomedicine,4.19
Annals of Intensive Care,4.19
Frontiers in Microbiology,4.19
Clinical Nutrition,4.18
Advances in Applied Mechanics,4.18
Aquatic Toxicology,4.18
Expert Opinion on Therapeutic Targets,4.18
IET Renewable Power Generation,4.18
Cellular oncology (Dordrecht),4.18
BMJ Quality and Safety,4.18
Oncogenesis,4.18
Reviews in Chemical Engineering,4.17
Academy of Management Perspectives,4.17
Fungal Biology Reviews,4.17
"Cancer journal (Sudbury, Mass.)",4.17
Journal of Advanced Research,4.17
Journal of Neurochemistry,4.16
Journal of Proteome Research,4.16
Toxicological Sciences,4.16
Structure,4.16
IEEE Geoscience and Remote Sensing Magazine,4.16
Economic Geography,4.15
Advances in the Study of Behavior,4.15
Cladistics,4.15
Journal of Manufacturing Systems,4.15
Advanced Engineering Informatics,4.15
Antimicrobial Agents and Chemotherapy,4.15
Journal of Materials Processing Technology,4.15
Current Opinion in Neurology,4.15
Journal of Neural Engineering,4.15
International Journal of Physical Distribution and Logistics Management,4.15
Journal of Intellectual Capital,4.15
Frontiers in Neuroinformatics,4.15
Journal of Clinical Periodontology,4.14
Traffic,4.14
Journal of Economic Geography,4.14
Applied Thermal Engineering,4.14
Neurogastroenterology and Motility,4.14
Journal of Pest Science,4.14
Journal of the Association of Information Systems,4.14
Earth System Dynamics,4.14
Frontiers in Plant Science,4.14
Current obesity reports,4.14
Ecological Economics,4.13
Journal of Dentistry,4.13
Surveys in Geophysics,4.13
